Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Interest Expense,Income Tax Expense,Net Income,Gross Margin,Profit Margin,Free Cash Flow margin,Consolidated Income,Short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Long-term investments,Total non-current assets,Payables,Short-term debt,Total current liabilities,Total debt,Deferred revenue,Total liabilities,Other comprehensive income,Total shareholders equity,Investments,Depreciation & Amortization,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Issuance (repayment) of debt,Issuance (buybacks) of shares,Effect of forex changes on cash,Net Income per Share,Shareholders Equity per Share,Market Cap,Enterprise Value,Income Quality,Invested Capital,Average Payables,Days Sales Outstanding,Operating Income Growth,Inventory Growth,Asset Growth,Debt Growth,R&D Expense Growth,Class
280718000,131974000,148744000,0,62728000,143970000,50476000,253000,-45343000,0.5299,-0.162,0.0229,-45273000,0,17794000,0,41070000,458565000,0,545455000,20388000,17578000,64594000,529172000,9622000,587557000,-1324000,-5101000,0,74993000,-35312000,3838000,0,-45491000,40616000,130000,-2.3874,-0.2686,321859491.7,836428491.7,-0.9207,960625000,20631500,23.1364,1.0513,0,0.3621,0.4165,0,0
1221534000,715001000,506533000,50489000,212833000,288022000,13380000,84518000,119519000,0.4147,0.098,0.1672,119519000,35000,182699000,140789000,792340000,250577000,10993000,947762000,101844000,6250000,224794000,495611000,0,812546000,-63668000,927419000,11028000,63011000,-64963000,-38512000,7338000,11088000,-2373000,6200000,5.2682,40.8789,4503382646,4569282646,2.2521,923979000,96278000,54.5913,0.6726,0.2343,0.1669,0.0913,0.1965,0
261701000,41848000,219853000,42389000,157138000,199527000,0,8414000,16015000,0.8401,0.061,0.2827,16015000,141672000,45315000,0,355655000,9230000,27407000,146921000,1960000,0,104408000,0,105235000,148611000,107000,353965000,169079000,7856000,-6757000,-41329000,-46910000,0,2624000,0,0.4676,10.3346,2259363750,,5.0413,152026000,2329500,63.2018,-0.4347,0,0.247,0,0.2246,1
470929000,212646000,258283000,82359000,97257000,180859000,0,17741000,65203000,0.5485,0.138,0.1445,65203000,216331000,38037000,99281000,449170000,144636000,5256000,203399000,22813000,0,65917000,0,0,130562000,1813000,522007000,221587000,16101000,-65770000,0,-63029000,-250000,2851000,1625000,1.5769,12.6241,4828832151,4529742151,2.0524,496371000,20120000,29.4811,0.422,0.3891,0.2767,0,0.1184,1
234636000,115252000,119384000,3160000,59836000,62996000,0,17705000,43794000,0.5088,0.187,0.1196,46361000,3559000,41009000,14244000,137112000,39047000,16221000,78047000,23264000,48000,65752000,48000,14037000,81930000,-9754000,125790000,19780000,13519000,-15844000,6082000,-4079000,23000,0,863000,2.0886,5.9991,711850000,,1.0026,108734000,20944000,63.7936,0.1547,-0.0075,0.2086,15,0.0915,0
323199694,179151930,144047764,676323,16042494,12968670,16262205,17332226,92841128,0.4457,0.287,0.2433,93855400,20778855,2281475,15683490,142362550,485466417,687074,606418683,41047749,88582526,216511379,200018818,16377524,354253166,13107187,391735587,21465929,27576077,-64084712,-63793,0,-30850600,2238854,3335715,8.7563,36.9463,394250060,,1.5371,668574769,68972776,2.5765,1.1441,0.2771,0.1402,-0.1791,-0.8256,0
840899000,441522000,399377000,47324000,175914000,236619000,0,-6115000,169571000,0.4749,0.202,0.1816,169571000,43159000,258295000,0,520815000,152315000,0,1090536000,8174000,0,371462000,0,299887000,419615000,-46000,1191736000,43159000,53395000,-43057000,-11344000,-30993000,-10000000,49415000,0,4.5137,31.722,6713050758,6483965758,1.1544,166359000,7734500,112.1153,0.1824,0,0.1866,-1,0.0966,1
486496,0,486496,5013260,6156807,11170067,-1936,0,-9833244,1,-20.212,-14.7456,-9833244,0,0,188476,10021261,7853814,0,8071056,1336368,0,1350868,0,14500,3081410,0,15010907,0,110084,-1625055,-2846049,0,0,15556531,0,-0.5787,0.8835,162442889.8,152811369.8,0.5643,6903402,940184,0,-1.276,3.2835,2.9825,0,1.8501,0
24137913,6307800,17830113,1367645,8198184,9565829,38188,2452670,5787597,0.7387,0.24,0.2203,5787597,0,5529807,0,12667870,291135,0,25844598,6226408,0,2042433,0,570920,12707581,0,25804887,0,2135078,-1559672,-2795548,0,-1000000,111404,0,0.3357,1.4968,250057517,243841799,1.1884,4734936,3667259.5,83.6186,0.1428,0,0.3846,0,-0.0536,1
,,,,,,,,,,,,,,6000000,,33000000,29000000,,22000000,4000000,,22000000,,,44000000,0,180000000,,,,,,,,,,,,,,,,,,,,,,1
586539000,446124000,140415000,29081000,95913000,124994000,230000,5246000,10342000,0.2394,0.018,0.053,10342000,32713000,120139000,66486000,257725000,66749000,4534000,97708000,51499000,1409000,130595000,1409000,28468000,157147000,-4381000,198286000,37247000,18562000,-8303000,0,-9877000,-929000,-1482000,-591000,0.2344,4.4949,411591038.4,347448038.4,3.8104,180891000,47470000,74.7618,5.1808,-0.0478,0.0157,1.4085,0.0806,0
394579000,270556000,124023000,0,101889000,123806000,6179000,15244000,-21511000,0.3143,-0.055,0.1096,-21355000,0,57011000,19937000,114481000,64245000,0,224944000,24289000,20791000,74898000,144417000,0,201814000,-1998000,130237000,0,33323000,-9106000,0,0,-38636000,-3152000,875000,-0.471,2.8518,118466066.6,234824066.6,-2.4346,250766000,24535500,52.7373,1.0047,0.0964,-0.0808,-0.0812,0,0
8682999199,0,8682999199,0,7412056845,7491267414,55878302.64,306406725.4,828819055.2,1,0.0761,0.1054,828819055.2,0,1029527622,738686949.6,2292248999,317544435.5,89116893.51,6832020016,804088871.1,98052041.63,2162970376,1490795036,327727782.2,4158195356,127614891.9,4966073659,89116893.51,302004803.8,-172631705.4,-226630104.1,1679743.795,7975180.144,-955121697.4,-11182546.04,4.2421,25.4174,,,1.3124,2274088871,823926766.1,43.2774,0.0206,0.0368,0.0245,0.0243,0,1
161000000,100000000,61000000,32000000,53000000,99000000,,0,-37000000,0.378881988,-0.229813665,,-37000000,6000000,40000000,59000000,51000000,33000000,0,22000000,21000000,0,58000000,13000000,16000000,80000000,-1000000,145000000,0,,,,,,,,,,,,,,,,,,,,,1
101937000,49955000,51982000,30826000,79516000,110342000,5824000,-3264000,-60535000,0.5099,-0.594,-0.2518,-60535000,5080000,15049000,15088000,94801000,12301000,0,192550000,4211000,0,33474000,195238000,15198000,256416000,-574000,30935000,5080000,7409000,-1566000,0,19274000,0,29115000,454000,-1.8355,0.938,240775090,372877090,0.3981,218351000,4089000,53.8851,0.2026,-0.2499,-0.0622,0.0015,-0.1976,1
24193697000,22891770000,1301927000,0,984152000,1010025000,36810000,61666000,195095000,0.0538,0.008,0.0261,195095000,0,3047927000,2118902000,7412326000,74239000,0,519540000,3844532000,373123000,4710854000,1363047000,0,5761978000,-74542000,2169888000,0,54437000,-24971000,-2916000,0,980241000,733000,3335000,5.5434,61.6551,3013521081,2250977081,3.3679,2128771000,3636056000,45.9828,-0.2728,0.0007,0.2475,2.7174,0,0
580261000,163786000,416475000,131032000,108080000,325994000,4372000,40767000,108834000,0.7177,0.188,0.3419,81839000,870692000,91636000,0,1597464000,189947000,79520000,324559000,24647000,396192000,557319000,396192000,42917000,606666000,-4398000,1312005000,950212000,19807000,-2414000,-72510000,-176922000,15000000,7000,4905000,2.0693,24.9459,240660000,,1.845,1151773000,24258000,57.6415,-0.3085,0,0.1253,0,0.0774,0
27538333,18873797,8664536,2687249,6427725,9114974,199257,-402717,96620,0.3146,0.004,-0.0293,-216538,0,5192730,3696330,10053205,1581814,0,6864009,3904613,4110890,9949480,4458853,0,10297443,0,6182929,0,836274,-425482,0,0,123266,105502,0,0.0177,1.1346,2740547.52,7013683.52,-3.9512,7308337,3265586,68.8258,-1.0487,0.1476,0.1843,0.0341,0.68,0
1408889000,611978000,796911000,100870000,130469000,231339000,0,204283000,347614000,0.5656,0.247,0.2092,347588000,206257000,237278000,307712000,1754010000,460206000,0,613245000,35109000,3604000,198903000,48982000,0,344933000,-77344000,2022322000,206257000,64568000,-110653000,-60483000,683000,8158000,-39987000,54827000,6.4981,37.8039,11991798064,10924623064,1.1662,1200380000,31578500,61.4715,0.5335,0.2874,0.3225,0.1999,0.2841,0
1039169000,731453000,307716000,71893000,193025000,265163000,0,57357000,19436000,0.2961,0.019,0.0745,19436000,126926000,255118000,162942000,1015664000,17349000,0,192900000,91205000,0,424436000,0,21212000,478079000,-851000,730485000,126926000,22529000,-10140000,0,-5407000,0,-98889000,0,0.6055,22.7587,1177192113,847539113,4.5032,496447000,101820500,89.6082,-0.5966,-0.3426,0.0204,0,0.0139,0
211369000,39616000,171753000,59003000,126321000,178424000,0,5652000,-7493000,0.8126,-0.035,0.1147,-7493000,135724000,16150000,18772000,250457000,23642000,143338000,220953000,21071000,0,107370000,0,113311000,156054000,-443000,315356000,279062000,11232000,-7210000,-8269000,-40857000,0,10478000,0,-0.1735,7.3018,1143450000,,-4.1989,256214000,20780500,27.8884,0.4767,0.0969,0.0954,0,0.1406,1
960951000,637450000,323501000,50951000,192560000,290209000,9629000,4675000,21076000,0.3366,0.022,0.0475,21076000,0,206526000,248510000,653000000,141539000,0,577087000,76121000,105396000,346134000,347146000,37934000,660874000,-17188000,569213000,0,68235000,-17096000,-180896000,0,254464000,-40796000,-395000,1.1155,30.1267,1403724821,1581220821,2.9787,700870000,72805500,78.4452,-0.1324,-0.0907,0.2404,1.5943,0.0228,1
2603800000,1624000000,979800000,0,658100000,658100000,33100000,59800000,227200000,0.3763,0.087,0.1214,227200000,0,478100000,400200000,1011900000,442800000,0,2834500000,191700000,3600000,540600000,1072900000,0,1899100000,-329300000,1947300000,0,113000000,-58500000,-772700000,0,393700000,24900000,14700000,6.4545,55.321,6532362014,7534362014,1.6492,2132200000,165250000,67.0199,0.3376,0.2737,0.3864,0.7366,0,1
18062000,7033000,11029000,3417000,2926000,6343000,0,597000,5612000,0.6106,0.311,0.1481,5612000,11980000,1239000,4000,19427000,202000,645000,7951000,113000,0,4506000,0,3694000,6356000,-804000,21022000,12625000,104000,-71000,1169000,-1968000,0,53000,0,0.2909,1.0897,42475400,,0.4893,12428000,82000,25.0379,-0.0999,-0.2,-0.0559,0,-0.0284,0
2736000000,2149700000,586300000,0,380400000,477000000,72500000,3100000,5100000,0.2143,0.002,0.0143,5100000,0,933900000,27700000,938900000,32100000,0,1711800000,615400000,79900000,911600000,915300000,0,2047800000,0,602900000,0,87200000,-11900000,0,9800000,-196300000,241400000,0,0.0658,7.7776,1300961123,2188761123,10,1093500000,610500000,124.5883,0.1052,-0.4265,0.0105,-0.2375,0,0
816500000,598200000,218300000,0,105200000,107500000,-400000,23000000,92900000,0.2674,0.114,0.1504,92900000,0,165300000,57900000,530300000,90600000,7800000,173700000,75300000,0,124400000,27000000,0,162900000,-25700000,541100000,7800000,24300000,-22400000,700000,0,-30000000,-7100000,-10300000,2.5253,14.7089,1642552990,1375552990,1.563,304400000,71750000,73.8941,0.01,-0.1254,0.0733,-0.5263,0,0
1154009,0,1154009,33230668,17311169,50541837,0,0,-49376875,1,-42.787,-30.5413,-49376875,0,0,0,13902348,1413917,0,1503097,2024690,0,3646715,0,0,3646715,0,11758730,0,1309980,-814648,0,0,0,16781563,0,-2.3135,0.5509,496253812.3,483458558.3,0.6973,-1036524,3366226.5,0,-0.0776,0,-0.5631,0,0.0121,0
23763000,12163000,11600000,4159000,11774000,15933000,1114000,160000,-9980000,0.4882,-0.42,-0.1281,-9980000,0,3928000,0,24364000,11596000,0,11834000,1627000,0,21222000,0,18490000,24036000,1000,12162000,0,3121000,-6430000,0,0,-12179000,30930000,70000,-1.6103,1.9623,137943748.8,118346748.8,-0.3394,-4716000,1481500,60.3341,0.1285,0,1.246,-1,0.0161,1
413439000,263171000,150268000,0,110813000,115521000,11036000,8081000,30463000,0.3635,0.074,0.0842,30463000,9020000,126171000,0,155980000,43879000,2105000,201197000,11640000,16675000,74060000,35249000,0,93813000,0,263404000,11125000,16128000,-19137000,-31079000,1708000,5702000,10991000,-60000,0.8724,7.5433,2031923270,,1.7705,155550000,8621500,111.3887,-0.3119,0,0.2544,0.1001,0,1
122895000,80361000,42534000,12542000,22246000,34793000,0,163000,8235000,0.3461,0.067,0.021,8235000,0,22265000,27825000,124685000,16635000,0,19399000,11818000,0,21643000,0,0,23310000,561000,120774000,0,3757000,-9126000,0,0,0,1306000,3000,0.3089,4.5303,223097028,154343028,1.4209,53687000,11196500,66.1274,1.6339,0.0052,0.1326,0,0.2642,0
31810635,17679070,14131565,1081832,12844899,18502302,1324219,67805,-5565156,0.4442,-0.239,-0.0131,-5565156,0,3879463,0,8929720,1385743,0,16595943,991859,168718,4322015,289617,90719,5275243,-721070,20250420,0,4299943,-697211,-205000,0,-14719520,1972065,-338058,-0.5054,1.8392,30556066.15,26483451.15,-0.0371,2357546,1448495,44.5135,0.4927,0,-0.0988,-0.9794,0.1991,1
10241000,2343000,7898000,6078000,7296000,13374000,75000,-56000,-4705000,0.7712,-0.459,-0.609,-5495000,0,1010000,1154000,9797000,3327000,3000,3330000,509000,568000,3583000,2249000,1248000,5264000,-99000,9023000,3000,953000,-656000,0,0,-438000,9079000,-84000,-0.8896,1.706,43359930,39812930,1.1862,5997000,897500,35.9975,-0.046,0.658,0.3529,0.8931,-0.1402,0
332033000,224698000,107335000,25703000,60232000,84189000,5889000,1697000,15560000,0.3233,0.047,0.0217,15560000,0,130771000,54164000,210812000,29870000,996000,42781000,100257000,0,105450000,0,5193000,119695000,-7171000,133898000,996000,9205000,-9940000,0,-996000,-17000000,294000,30000,0.1997,1.7185,278460000,,1.1022,120067000,95545000,143.755,0.1874,0.1866,0.0384,-1,0.1847,1
749000000,237000000,513000000,70000000,281000000,424000000,0,2000000,54000000,0.684913218,0.072096128,,54000000,,25000000,,1382000000,57000000,,888000000,23000000,17000000,334000000,630000000,186000000,1222000000,-5000000,275000000,,72000000,-21000000,,0,-131000000,-81000000,0,,,,,,,,,,,,,,0
219297000,151962000,67335000,21362000,59434000,89549000,19332000,214000,-45735000,0.307,-0.209,-0.0735,-45840000,0,15674000,20403000,66437000,14554000,0,91770000,29332000,3075000,59965000,131903000,0,203822000,4604000,-45565000,0,14274000,-1536000,0,0,30872000,-506000,-50000,-0.7789,-0.776,93838057.88,204482057.9,0.3187,132534000,30287000,26.088,0.5064,-0.3448,-0.0032,0.401,-0.3031,1
276927000,129654000,147273000,33737000,79944000,152087000,7736000,3933000,-17416000,0.5318,-0.063,0.0828,-17416000,0,64601000,1417000,57877000,11692000,0,260339000,7620000,5820000,40849000,142434000,8707000,182130000,0,136086000,0,12879000,-726000,0,0,-12357000,1000,0,-1.2979,10.1413,411310051.1,553224051.1,-1.3575,182119000,7230500,85.1465,-1.3349,-0.165,-0.0617,-0.0679,0.1595,0
360917000,156280000,204637000,35376000,147351000,199315000,4000,20343000,-14516000,0.567,-0.04,-0.0027,-14516000,10997000,72105000,93400000,294159000,31879000,0,164419000,11569000,0,75885000,0,41489000,106512000,-7822000,352066000,10997000,16588000,-11347000,-5596000,32000000,-108000,3594000,6414000,-0.8686,21.0672,804641968.8,652684968.8,-0.7134,166443000,11347500,72.9207,-0.5994,0.1528,0.0823,0,0.1743,0
550368000,332183000,218185000,54260000,116080000,181143000,11629000,9654000,15827000,0.3964,0.029,0.1068,15827000,0,124962000,60603000,241044000,32847000,0,591019000,29402000,17803000,144211000,195802000,0,351913000,0,480150000,0,14354000,-8150000,0,0,-64744000,694000,0,0.6754,20.4903,424262088,578220088,4.228,289306000,31432000,82.8739,65.309,-0.1507,-0.0968,-0.243,0.2861,1
112847000,67184000,45663000,17724000,23314000,40815000,0,1103000,4118000,0.4046,0.036,-0.0597,4118000,15698000,20474000,33792000,92429000,12478000,6849000,22594000,3949000,0,29481000,0,0,32360000,490000,82663000,22547000,3871000,-4356000,0,-1417000,0,2429000,191000,0.191,3.835,143807446.2,107168446.2,-0.5775,63098000,4636000,66.2225,1.641,0.3584,0.0618,0,-0.0238,0
507179000,253050000,254129000,55658000,86483000,142141000,4529000,22420000,86952000,0.5011,0.171,0.2394,86952000,0,64793000,71873000,550982000,106361000,0,283118000,17624000,10938000,91213000,143935000,0,239063000,3949000,595037000,0,25930000,-19958000,0,175000,-10938000,16407000,-4160000,3.476,23.7872,2044479577,1790524577,1.6258,344290000,17229000,46.6294,0.503,-0.0035,0.147,-0.0691,-0.0491,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1312661000,1027906000,284755000,0,117598000,121198000,0,49164000,125785000,0.2169,0.096,0.1066,125785000,528748000,186804000,474128000,1836404000,239951000,0,641009000,80441000,0,216067000,0,0,260934000,-67163000,2216479000,528748000,42687000,-55022000,0,51288000,0,5285000,-906000,0.7509,13.2322,2748041314,1640659314,1.5504,1416011000,79304500,51.9429,0.3192,-0.0209,0.028,0,0,0
101871000,47521000,54350000,30078000,23684000,54160000,0,1263000,-1337000,0.5335,-0.013,0.0028,-1337000,0,57564000,0,163900000,25386000,0,60276000,2536000,0,19637000,0,7981000,25808000,-705000,198368000,0,5658000,-10255000,-3841000,0,0,-8731000,255000,-0.0417,6.1916,523940344.8,422673344.8,-7.8871,95275000,2371000,206.2497,-0.9853,0,0.0083,0,0.0914,0
9634000,9862000,-228000,15096000,10156000,25252000,0,0,-25486000,-0.0237,-2.645,-1.9224,-25486000,0,695000,4541000,23217000,3251000,0,6550000,3063000,0,19074000,0,5000,19681000,0,10086000,0,1257000,-3041000,0,0,0,20347000,0,-0.3501,0.1386,128894160,111493160,0.6074,-7310000,2629000,26.3312,-0.5482,2.6829,0.4805,0,0.2441,0
70601000,16909000,53692000,11642000,52643000,91071000,4645000,278000,-106735000,0.7605,-1.512,-0.1716,-106735000,290000,3673000,0,43783000,13387000,1130000,59754000,17857000,41085000,90455000,41085000,9027000,183125000,115000,-79588000,1420000,11070000,-3598000,0,0,2803000,25910000,0,-4.4916,-3.3492,278843748.8,285336748.8,0.0798,-24180000,17201500,18.989,-0.6542,0,-0.0205,0.0782,3.1638,0
111000000,22000000,90000000,26000000,37000000,63000000,1000000,16000000,10000000,0.810810811,0.09009009,,10000000,,21000000,,42000000,6000000,,11000000,,,19000000,0,8000000,31000000,0,55000000,,8000000,-3000000,,0,-26000000,0,0,,,,,,,,,,,,,,1
174090000,35773000,138317000,25423000,102120000,132363000,0,-2506000,10663000,0.7945,0.04,0.1221,10663000,15000000,10625000,0,117236000,3651000,0,67140000,1873000,0,37585000,0,18626000,44656000,546000,89461000,15000000,2240000,-792000,0,0,0,3906000,420000,0.3593,3.0142,561056435.8,459328435.8,3.1753,-1360000,2178000,22.2766,2.6505,0,0.1878,0,0.2461,1
143803000,55283000,88520000,16578000,49908000,79185000,0,58000,9716000,0.6156,0.068,0.1162,9716000,29800000,3387000,0,53842000,6696000,22401000,56406000,610000,0,23912000,0,7080000,25169000,-209000,85079000,52201000,12699000,-12668000,0,-10159000,0,663000,0,0.287,2.5135,1398619861,1352710861,3.023,44156000,773500,8.5969,2.1083,0,0.1908,0,0.3118,1
930914000,855479000,75435000,0,36660000,32655000,271000,10076000,34179000,0.081,0.037,0.0134,34179000,0,169785000,144606000,388165000,137549000,0,166779000,154619000,10000000,199249000,10000000,0,212672000,-9084000,342272000,0,23904000,-34272000,-2138000,0,1000000,-22325000,806000,1.2468,12.4858,489644985.3,455089985.3,1.3679,310368000,148385500,66.5706,0.4393,0.0883,0.0869,0.1111,0,0
83073000,51967000,31106000,2738000,24727000,27465000,0,1409000,9131000,0.3744,0.11,0.3953,8086000,0,36794000,30210000,157113000,15792000,2615000,34510000,21555000,361000,85969000,8495000,4081000,101140000,-8529000,90483000,2615000,2493000,-1216000,0,0,81000,12602000,1677000,0.6825,6.7636,168588389,101322389,3.7292,23488000,18476000,161.6628,1.6829,0.3009,0.618,-0.1697,-0.6579,0
227830000,126174000,101656000,44924000,58092000,103016000,0,-356000,167000,0.4462,0.001,-0.0658,258000,0,34487000,36499000,118832000,41356000,2525000,46892000,9065000,0,28036000,0,6094000,29305000,-478000,136114000,2525000,8893000,-12531000,0,0,0,3300000,-25000,0.0043,3.4698,832027358.3,787797358.3,-14.7545,93458000,8326500,55.2506,0.7846,0.345,0.0757,0,0.0735,1
2271026000,1470241000,800785000,61393000,414272000,475665000,41471000,84728000,214891000,0.3526,0.095,0.1509,214891000,0,494923000,378866000,1401860000,390235000,0,1834461000,185176000,150000,590997000,814139000,214891000,1708521000,-216840000,1527800000,0,99995000,-45936000,-226392000,0,-150518000,-37948000,18786000,4.8638,34.5797,5414231546,5753250546,1.8089,1558346000,181543500,79.5442,0.0965,0.0324,0.0654,-0.1575,0.0331,0
695790000,530083000,165707000,21416000,127476000,155037000,2534000,17611000,-10323000,0.2382,-0.015,-0.0477,-10323000,0,151578000,162589000,407297000,110962000,0,201133000,119165000,138000000,332935000,138000000,0,354881000,-16599000,253549000,0,31312000,-42333000,-8894000,0,88013000,-37643000,-803000,-0.7193,17.6677,683099514.8,753760514.8,-0.8878,268464000,108161000,79.5153,-0.5799,0.2518,0.1677,1.7607,0.0789,0
142125000,99352000,42773000,12567000,26316000,81352000,0,25439000,-64964000,0.301,-0.457,0.0682,-64964000,254000,25911000,0,52963000,4311000,100000,39950000,7083000,0,16746000,9000000,0,25746000,0,67167000,354000,7653000,-1799000,0,-3000,-14063000,-542000,0,-4.9654,5.1338,122983142.2,106736142.2,-0.1768,25928000,8423500,66.5436,-7.2955,0,-0.4378,-0.6098,-0.1015,0
